index	Chrs	start	end	number	genome
2157	Chr04	18150000	18250000	4	D
2158	Chr04	18550000	18650000	3	D
2159	Chr04	19100000	19200000	0	D
2160	Chr04	19450000	19550000	2	D
2161	Chr04	20700000	20800000	7	D
2162	Chr04	21750000	21850000	5	D
2163	Chr04	22200000	22300000	3	D
2164	Chr04	23450000	23550000	1	D
2165	Chr04	24900000	25000000	3	D
2166	Chr04	28100000	28200000	1	D
2167	Chr04	28750000	28850000	0	D
2168	Chr04	30000000	30100000	3	D
2169	Chr04	30600000	30700000	1	D
2170	Chr04	33350000	33450000	2	D
2171	Chr04	33850000	33950000	3	D
2172	Chr04	34250000	34350000	3	D
2173	Chr04	34650000	34750000	7	D
2174	Chr04	35300000	35400000	9	D
2175	Chr04	35700000	35800000	6	D
2176	Chr04	36350000	36450000	5	D
2177	Chr04	36900000	37000000	7	D
2178	Chr04	37950000	38050000	4	D
2179	Chr04	38500000	38600000	5	D
2180	Chr04	39050000	39150000	9	D
2181	Chr04	39700000	39800000	6	D
2182	Chr04	41250000	41350000	9	D
2183	Chr04	43900000	44000000	13	D
2184	Chr04	44650000	44750000	6	D
2185	Chr04	46500000	46600000	13	D
2186	Chr04	50150000	50250000	9	D
2187	Chr04	50550000	50650000	7	D
2188	Chr04	150000	250000	13	D
2189	Chr04	5400000	5500000	7	D
2190	Chr04	6300000	6400000	6	D
2191	Chr04	9050000	9150000	2	D
2192	Chr04	9450000	9550000	3	D
2193	Chr04	20450000	20550000	5	D
2194	Chr04	21250000	21350000	6	D
2195	Chr04	22950000	23050000	4	D
2196	Chr04	23750000	23850000	2	D
2197	Chr04	25300000	25400000	6	D
2198	Chr04	25850000	25950000	4	D
2199	Chr04	40250000	40350000	5	D
2200	Chr04	45750000	45850000	10	D
2201	Chr04	46950000	47050000	13	D
2202	Chr05	950000	1050000	15	D
2203	Chr05	6200000	6300000	14	D
2204	Chr05	27200000	27300000	9	D
2205	Chr05	39750000	39850000	2	D
2206	Chr05	49200000	49300000	4	D
2207	Chr05	52400000	52500000	13	D
2208	Chr05	700000	800000	16	D
2209	Chr05	1500000	1600000	16	D
2210	Chr05	1900000	2000000	15	D
2211	Chr05	2200000	2300000	21	D
2212	Chr05	2750000	2850000	16	D
2213	Chr05	4050000	4150000	19	D
2214	Chr05	4900000	5000000	16	D
2215	Chr05	5550000	5650000	14	D
2216	Chr05	6900000	7000000	19	D
2217	Chr05	7150000	7250000	15	D
2218	Chr05	7700000	7800000	13	D
2219	Chr05	10150000	10250000	18	D
2220	Chr05	10550000	10650000	16	D
2221	Chr05	12250000	12350000	15	D
2222	Chr05	12900000	13000000	16	D
2223	Chr05	13300000	13400000	13	D
2224	Chr05	13800000	13900000	17	D
2225	Chr05	14350000	14450000	15	D
2226	Chr05	15000000	15100000	13	D
2227	Chr05	15400000	15500000	12	D
2228	Chr05	15850000	15950000	17	D
2229	Chr05	16550000	16650000	12	D
2230	Chr05	17100000	17200000	15	D
2231	Chr05	17600000	17700000	10	D
2232	Chr05	18300000	18400000	12	D
2233	Chr05	20250000	20350000	8	D
2234	Chr05	20800000	20900000	8	D
2235	Chr05	21050000	21150000	10	D
2236	Chr05	21450000	21550000	10	D
2237	Chr05	22400000	22500000	7	D
2238	Chr05	22800000	22900000	13	D
2239	Chr05	23950000	24050000	11	D
2240	Chr05	24450000	24550000	12	D
2241	Chr05	25350000	25450000	6	D
2242	Chr05	26050000	26150000	8	D
2243	Chr05	27500000	27600000	3	D
2244	Chr05	29750000	29850000	8	D
2245	Chr05	29950000	30050000	9	D
2246	Chr05	30250000	30350000	6	D
2247	Chr05	30900000	31000000	4	D
2248	Chr05	32100000	32200000	6	D
2249	Chr05	32750000	32850000	5	D
2250	Chr05	33200000	33300000	6	D
2251	Chr05	34000000	34100000	2	D
2252	Chr05	34850000	34950000	7	D
2253	Chr05	36550000	36650000	3	D
2254	Chr05	36750000	36850000	4	D
2255	Chr05	37300000	37400000	4	D
2256	Chr05	41150000	41250000	4	D
2257	Chr05	41650000	41750000	3	D
2258	Chr05	42250000	42350000	3	D
2259	Chr05	42700000	42800000	2	D
2260	Chr05	43550000	43650000	4	D
2261	Chr05	44350000	44450000	3	D
2262	Chr05	45200000	45300000	11	D
2263	Chr05	45850000	45950000	2	D
2264	Chr05	46650000	46750000	3	D
2265	Chr05	47350000	47450000	6	D
2266	Chr05	47800000	47900000	10	D
2267	Chr05	48750000	48850000	6	D
2268	Chr05	49900000	50000000	3	D
2269	Chr05	50550000	50650000	3	D
2270	Chr05	51100000	51200000	9	D
2271	Chr05	52550000	52650000	10	D
2272	Chr05	53600000	53700000	7	D
2273	Chr05	55350000	55450000	8	D
2274	Chr05	57050000	57150000	13	D
2275	Chr05	0	50000	1	D
2276	Chr05	3550000	3650000	13	D
2277	Chr05	8150000	8250000	17	D
2278	Chr05	8800000	8900000	13	D
2279	Chr05	9450000	9550000	15	D
2280	Chr05	10900000	11000000	14	D
2281	Chr05	19800000	19900000	9	D
2282	Chr05	23200000	23300000	12	D
2283	Chr05	24800000	24900000	5	D
2284	Chr05	35150000	35250000	3	D
2285	Chr05	37750000	37850000	2	D
2286	Chr05	38800000	38900000	2	D
2287	Chr05	40250000	40350000	6	D
2288	Chr05	50350000	50450000	3	D
2289	Chr05	52050000	52150000	7	D
2290	Chr05	52850000	52950000	5	D
2291	Chr05	54550000	54650000	7	D
2292	Chr05	54800000	54900000	7	D
2293	Chr05	56500000	56600000	14	D
2294	Chr06	41850000	41950000	3	D
2295	Chr06	58650000	58750000	12	D
2296	Chr06	4100000	4200000	7	D
2297	Chr06	10400000	10500000	6	D
2298	Chr06	12500000	12600000	4	D
2299	Chr06	15650000	15750000	8	D
2300	Chr06	20950000	21050000	4	D
2301	Chr06	21950000	22050000	7	D
2302	Chr06	42900000	43000000	7	D
2303	Chr06	46050000	46150000	10	D
2304	Chr06	59750000	59850000	10	D
2305	Chr06	750000	850000	12	D
2306	Chr06	1250000	1350000	14	D
2307	Chr06	2150000	2250000	15	D
2308	Chr06	3850000	3950000	12	D
2309	Chr06	4900000	5000000	5	D
2310	Chr06	5550000	5650000	11	D
2311	Chr06	6350000	6450000	14	D
2312	Chr06	6750000	6850000	4	D
2313	Chr06	7150000	7250000	4	D
2314	Chr06	7450000	7550000	3	D
2315	Chr06	8250000	8350000	4	D
2316	Chr06	8750000	8850000	9	D
2317	Chr06	8950000	9050000	11	D
2318	Chr06	9900000	10000000	7	D
2319	Chr06	11050000	11150000	6	D
2320	Chr06	11600000	11700000	9	D
2321	Chr06	12150000	12250000	4	D
2322	Chr06	14350000	14450000	5	D
2323	Chr06	15450000	15550000	6	D
2324	Chr06	16450000	16550000	4	D
2325	Chr06	16900000	17000000	7	D
2326	Chr06	17550000	17650000	7	D
2327	Chr06	18400000	18500000	5	D
2328	Chr06	20100000	20200000	8	D
2329	Chr06	20750000	20850000	7	D
2330	Chr06	23400000	23500000	3	D
2331	Chr06	23800000	23900000	5	D
2332	Chr06	24300000	24400000	4	D
2333	Chr06	25200000	25300000	5	D
2334	Chr06	25400000	25500000	5	D
2335	Chr06	26700000	26800000	5	D
2336	Chr06	27350000	27450000	2	D
2337	Chr06	28000000	28100000	3	D
2338	Chr06	29050000	29150000	5	D
2339	Chr06	29850000	29950000	5	D
2340	Chr06	30600000	30700000	2	D
2341	Chr06	31500000	31600000	2	D
2342	Chr06	32200000	32300000	2	D
2343	Chr06	32550000	32650000	0	D
2344	Chr06	33150000	33250000	2	D
2345	Chr06	35900000	36000000	2	D
2346	Chr06	36400000	36500000	2	D
2347	Chr06	37400000	37500000	6	D
2348	Chr06	38650000	38750000	5	D
2349	Chr06	42400000	42500000	2	D
2350	Chr06	44300000	44400000	2	D
2351	Chr06	45200000	45300000	4	D
2352	Chr06	45850000	45950000	6	D
2353	Chr06	46450000	46550000	5	D
2354	Chr06	47000000	47100000	9	D
2355	Chr06	48400000	48500000	6	D
2356	Chr06	49650000	49750000	2	D
2357	Chr06	50800000	50900000	7	D
2358	Chr06	51100000	51200000	6	D
2359	Chr06	51500000	51600000	9	D
2360	Chr06	52000000	52100000	13	D
2361	Chr06	53200000	53300000	12	D
2362	Chr06	53650000	53750000	6	D
2363	Chr06	54300000	54400000	9	D
2364	Chr06	55000000	55100000	7	D
2365	Chr06	56300000	56400000	14	D
2366	Chr06	56850000	56950000	8	D
2367	Chr06	57250000	57350000	14	D
2368	Chr06	58100000	58200000	13	D
2369	Chr06	59450000	59550000	11	D
2370	Chr06	0	50000	12	D
2371	Chr06	3150000	3250000	9	D
2372	Chr06	6050000	6150000	11	D
2373	Chr06	10750000	10850000	4	D
2374	Chr06	12850000	12950000	5	D
2375	Chr06	13250000	13350000	8	D
2376	Chr06	14950000	15050000	4	D
2377	Chr06	18750000	18850000	2	D
2378	Chr06	19150000	19250000	8	D
2379	Chr06	19800000	19900000	8	D
2380	Chr06	21500000	21600000	6	D
2381	Chr06	22700000	22800000	6	D
2382	Chr06	26100000	26200000	3	D
2383	Chr06	28600000	28700000	4	D
2384	Chr06	35000000	35100000	1	D
2385	Chr06	38300000	38400000	3	D
2386	Chr06	39600000	39700000	2	D
2387	Chr06	40250000	40350000	2	D
2388	Chr06	41050000	41150000	3	D
2389	Chr06	43400000	43500000	5	D
2390	Chr06	43800000	43900000	3	D
2391	Chr06	49050000	49150000	4	D
2392	Chr06	52700000	52800000	8	D
2393	Chr06	60300000	60400000	18	D
2394	Chr07	950000	1050000	13	D
2395	Chr07	5150000	5250000	9	D
2396	Chr07	17750000	17850000	4	D
2397	Chr07	19850000	19950000	5	D
2398	Chr07	26150000	26250000	9	D
2399	Chr07	29300000	29400000	9	D
2400	Chr07	32450000	32550000	4	D
2401	Chr07	35650000	35750000	6	D
2402	Chr07	42950000	43050000	11	D
2403	Chr07	46050000	46150000	10	D
2404	Chr07	53400000	53500000	7	D
2405	Chr07	1400000	1500000	10	D
2406	Chr07	1650000	1750000	13	D
2407	Chr07	2150000	2250000	5	D
2408	Chr07	4900000	5000000	8	D
2409	Chr07	5950000	6050000	4	D
2410	Chr07	6100000	6200000	5	D
2411	Chr07	8600000	8700000	5	D
2412	Chr07	9950000	10050000	4	D
2413	Chr07	11200000	11300000	5	D
2414	Chr07	12100000	12200000	7	D
2415	Chr07	15800000	15900000	3	D
2416	Chr07	16350000	16450000	6	D
2417	Chr07	18300000	18400000	6	D
2418	Chr07	18700000	18800000	1	D
2419	Chr07	19500000	19600000	3	D
2420	Chr07	20150000	20250000	4	D
2421	Chr07	21100000	21200000	6	D
2422	Chr07	21350000	21450000	3	D
2423	Chr07	22900000	23000000	2	D
2424	Chr07	23450000	23550000	2	D
2425	Chr07	23950000	24050000	3	D
2426	Chr07	25550000	25650000	3	D
2427	Chr07	25900000	26000000	6	D
2428	Chr07	26550000	26650000	7	D
2429	Chr07	28150000	28250000	4	D
2430	Chr07	28400000	28500000	2	D
2431	Chr07	30600000	30700000	7	D
2432	Chr07	31050000	31150000	5	D
2433	Chr07	31700000	31800000	10	D
2434	Chr07	32850000	32950000	11	D
2435	Chr07	33750000	33850000	12	D
2436	Chr07	34200000	34300000	8	D
2437	Chr07	35050000	35150000	6	D
2438	Chr07	36300000	36400000	7	D
2439	Chr07	37850000	37950000	11	D
2440	Chr07	38600000	38700000	8	D
2441	Chr07	39100000	39200000	9	D
2442	Chr07	39550000	39650000	4	D
2443	Chr07	39950000	40050000	7	D
2444	Chr07	40200000	40300000	10	D
2445	Chr07	41000000	41100000	10	D
2446	Chr07	41600000	41700000	5	D
2447	Chr07	41800000	41900000	10	D
2448	Chr07	42200000	42300000	13	D
2449	Chr07	43850000	43950000	14	D
2450	Chr07	44600000	44700000	13	D
2451	Chr07	45150000	45250000	6	D
2452	Chr07	45350000	45450000	9	D
2453	Chr07	47300000	47400000	10	D
2454	Chr07	49000000	49100000	13	D
2455	Chr07	49650000	49750000	15	D
2456	Chr07	52900000	53000000	13	D
2457	Chr07	0	50000	1	D
2458	Chr07	3150000	3250000	11	D
2459	Chr07	3550000	3650000	11	D
2460	Chr07	5650000	5750000	10	D
2461	Chr07	6450000	6550000	7	D
2462	Chr07	6950000	7050000	5	D
2463	Chr07	8000000	8100000	3	D
2464	Chr07	12850000	12950000	6	D
2465	Chr07	16000000	16100000	6	D
2466	Chr07	17450000	17550000	2	D
2467	Chr07	19150000	19250000	5	D
2468	Chr07	21900000	22000000	6	D
2469	Chr07	24250000	24350000	5	D
2470	Chr07	29900000	30000000	6	D
2471	Chr07	33450000	33550000	10	D
2472	Chr07	36850000	36950000	10	D
2473	Chr07	37250000	37350000	6	D
2474	Chr07	40650000	40750000	12	D
2475	Chr07	46950000	47050000	12	D
2476	Chr08	41900000	42000000	10	D
2477	Chr08	50250000	50350000	11	D
2478	Chr08	4100000	4200000	10	D
2479	Chr08	11500000	11600000	11	D
2480	Chr08	21950000	22050000	4	D
2481	Chr08	750000	850000	13	D
2482	Chr08	1400000	1500000	13	D
2483	Chr08	1800000	1900000	10	D
2484	Chr08	2150000	2250000	11	D
2485	Chr08	4750000	4850000	12	D
2486	Chr08	5100000	5200000	7	D
2487	Chr08	5450000	5550000	10	D
2488	Chr08	5750000	5850000	8	D
2489	Chr08	6650000	6750000	10	D
2490	Chr08	7050000	7150000	7	D
2491	Chr08	7700000	7800000	9	D
2492	Chr08	8050000	8150000	8	D
2493	Chr08	9600000	9700000	7	D
2494	Chr08	12000000	12100000	8	D
2495	Chr08	12950000	13050000	2	D
2496	Chr08	13450000	13550000	3	D
2497	Chr08	14750000	14850000	3	D
2498	Chr08	15050000	15150000	3	D
2499	Chr08	16050000	16150000	2	D
2500	Chr08	17500000	17600000	3	D
2501	Chr08	18300000	18400000	4	D
2502	Chr08	18600000	18700000	2	D
2503	Chr08	19000000	19100000	4	D
2504	Chr08	19500000	19600000	1	D
2505	Chr08	20250000	20350000	1	D
2506	Chr08	21050000	21150000	1	D
2507	Chr08	21550000	21650000	5	D
2508	Chr08	22200000	22300000	4	D
2509	Chr08	23950000	24050000	5	D
2510	Chr08	26250000	26350000	3	D
2511	Chr08	27100000	27200000	1	D
2512	Chr08	27850000	27950000	3	D
2513	Chr08	32350000	32450000	4	D
2514	Chr08	32950000	33050000	3	D
2515	Chr08	33400000	33500000	7	D
2516	Chr08	33600000	33700000	3	D
2517	Chr08	34300000	34400000	3	D
2518	Chr08	34800000	34900000	4	D
2519	Chr08	35250000	35350000	6	D
2520	Chr08	35750000	35850000	3	D
2521	Chr08	37550000	37650000	8	D
2522	Chr08	38400000	38500000	6	D
2523	Chr08	39000000	39100000	4	D
2524	Chr08	40550000	40650000	3	D
2525	Chr08	42850000	42950000	4	D
2526	Chr08	43200000	43300000	4	D
2527	Chr08	44100000	44200000	9	D
2528	Chr08	44500000	44600000	7	D
2529	Chr08	44950000	45050000	10	D
2530	Chr08	45550000	45650000	7	D
2531	Chr08	45800000	45900000	8	D
2532	Chr08	46850000	46950000	5	D
2533	Chr08	48300000	48400000	5	D
2534	Chr08	48800000	48900000	4	D
2535	Chr08	52100000	52200000	8	D
2536	Chr08	53850000	53950000	12	D
2537	Chr08	54700000	54800000	13	D
2538	Chr08	55350000	55450000	9	D
2539	Chr08	55950000	56050000	13	D
2540	Chr08	56400000	56500000	10	D
2541	Chr08	58000000	58100000	13	D
2542	Chr08	59350000	59450000	13	D
2543	Chr08	59600000	59700000	16	D
2544	Chr08	60000000	60100000	14	D
2545	Chr08	60650000	60750000	11	D
2546	Chr08	62500000	62600000	17	D
2547	Chr08	0	50000	8	D
2548	Chr08	1200000	1300000	10	D
2549	Chr08	2650000	2750000	10	D
2550	Chr08	3150000	3250000	9	D
2551	Chr08	3550000	3650000	9	D
2552	Chr08	9200000	9300000	9	D
2553	Chr08	10500000	10600000	8	D
2554	Chr08	11150000	11250000	3	D
2555	Chr08	14050000	14150000	5	D
2556	Chr08	15750000	15850000	1	D
2557	Chr08	17850000	17950000	1	D
2558	Chr08	20850000	20950000	1	D
2559	Chr08	22700000	22800000	3	D
2560	Chr08	25850000	25950000	4	D
2561	Chr08	28600000	28700000	9	D
2562	Chr08	29250000	29350000	5	D
2563	Chr08	32650000	32750000	5	D
2564	Chr08	33950000	34050000	2	D
2565	Chr08	36050000	36150000	4	D
2566	Chr08	39350000	39450000	2	D
2567	Chr08	40900000	41000000	6	D
2568	Chr08	46550000	46650000	7	D
2569	Chr08	47200000	47300000	8	D
2570	Chr08	47450000	47550000	10	D
2571	Chr08	47850000	47950000	6	D
2572	Chr08	49550000	49650000	8	D
2573	Chr08	50750000	50850000	12	D
2574	Chr08	52300000	52400000	8	D
2575	Chr08	52700000	52800000	3	D
2576	Chr08	53500000	53600000	10	D
2577	Chr08	54400000	54500000	11	D
2578	Chr09	8350000	8450000	8	D
2579	Chr09	3050000	3150000	7	D
2580	Chr09	13550000	13650000	2	D
2581	Chr09	21950000	22050000	3	D
2582	Chr09	31450000	31550000	9	D
2583	Chr09	35600000	35700000	11	D
2584	Chr09	45050000	45150000	16	D
2585	Chr09	47150000	47250000	15	D
2586	Chr09	700000	800000	8	D
2587	Chr09	2350000	2450000	7	D
2588	Chr09	2750000	2850000	7	D
2589	Chr09	3400000	3500000	5	D
2590	Chr09	3600000	3700000	5	D
2591	Chr09	7600000	7700000	7	D
2592	Chr09	9800000	9900000	1	D
2593	Chr09	10050000	10150000	4	D
2594	Chr09	11250000	11350000	5	D
2595	Chr09	11600000	11700000	4	D
2596	Chr09	13100000	13200000	2	D
2597	Chr09	16250000	16350000	4	D
2598	Chr09	20150000	20250000	2	D
2599	Chr09	20750000	20850000	2	D
2600	Chr09	21550000	21650000	4	D
2601	Chr09	22400000	22500000	7	D
2602	Chr09	23500000	23600000	4	D
2603	Chr09	24200000	24300000	6	D
2604	Chr09	25250000	25350000	6	D
2605	Chr09	25500000	25600000	2	D
2606	Chr09	25950000	26050000	3	D
2607	Chr09	26950000	27050000	6	D
2608	Chr09	27300000	27400000	5	D
2609	Chr09	27650000	27750000	3	D
2610	Chr09	29150000	29250000	5	D
2611	Chr09	30800000	30900000	13	D
2612	Chr09	32550000	32650000	13	D
2613	Chr09	33900000	34000000	12	D
2614	Chr09	34450000	34550000	10	D
2615	Chr09	34800000	34900000	7	D
2616	Chr09	36400000	36500000	11	D
2617	Chr09	36750000	36850000	6	D
2618	Chr09	37450000	37550000	10	D
2619	Chr09	37950000	38050000	8	D
2620	Chr09	38450000	38550000	12	D
2621	Chr09	39250000	39350000	12	D
2622	Chr09	42650000	42750000	11	D
2623	Chr09	43900000	44000000	10	D
2624	Chr09	44650000	44750000	17	D
2625	Chr09	45450000	45550000	19	D
2626	Chr09	45850000	45950000	17	D
2627	Chr09	46700000	46800000	11	D
2628	Chr09	48550000	48650000	16	D
2629	Chr09	49800000	49900000	18	D
2630	Chr09	0	50000	2	D
2631	Chr09	1200000	1300000	6	D
2632	Chr09	4200000	4300000	7	D
2633	Chr09	5000000	5100000	4	D
2634	Chr09	6050000	6150000	6	D
2635	Chr09	7100000	7200000	5	D
2636	Chr09	8150000	8250000	4	D
2637	Chr09	9200000	9300000	6	D
2638	Chr09	10750000	10850000	6	D
2639	Chr09	14300000	14400000	1	D
2640	Chr09	15350000	15450000	2	D
2641	Chr09	17050000	17150000	2	D
2642	Chr09	17700000	17800000	3	D
2643	Chr09	19550000	19650000	1	D
2644	Chr09	21250000	21350000	4	D
2645	Chr09	22950000	23050000	8	D
2646	Chr09	28450000	28550000	8	D
2647	Chr09	29650000	29750000	10	D
2648	Chr09	36200000	36300000	10	D
2649	Chr09	37100000	37200000	8	D
2650	Chr09	38150000	38250000	13	D
2651	Chr09	39600000	39700000	6	D
2652	Chr09	41300000	41400000	12	D
2653	Chr09	41950000	42050000	11	D
2654	Chr09	43000000	43100000	11	D
2655	Chr10	5150000	5250000	8	D
2656	Chr10	15650000	15750000	2	D
2657	Chr10	20900000	21000000	6	D
2658	Chr10	24050000	24150000	4	D
2659	Chr10	26150000	26250000	2	D
2660	Chr10	29350000	29450000	2	D
2661	Chr10	37700000	37800000	6	D
2662	Chr10	48200000	48300000	5	D
2663	Chr10	61800000	61900000	16	D
2664	Chr10	300000	400000	14	D
2665	Chr10	3850000	3950000	14	D
2666	Chr10	4250000	4350000	10	D
2667	Chr10	4750000	4850000	10	D
2668	Chr10	5550000	5650000	11	D
2669	Chr10	5750000	5850000	5	D
2670	Chr10	6400000	6500000	9	D
2671	Chr10	7800000	7900000	9	D
2672	Chr10	8100000	8200000	10	D
2673	Chr10	8500000	8600000	7	D
2674	Chr10	8900000	9000000	10	D
2675	Chr10	9750000	9850000	10	D
2676	Chr10	9900000	10000000	10	D
2677	Chr10	10350000	10450000	6	D
2678	Chr10	10800000	10900000	8	D
2679	Chr10	11200000	11300000	6	D
2680	Chr10	11750000	11850000	8	D
2681	Chr10	12650000	12750000	7	D
2682	Chr10	13850000	13950000	3	D
2683	Chr10	14450000	14550000	2	D
2684	Chr10	15000000	15100000	5	D
2685	Chr10	15200000	15300000	8	D
2686	Chr10	16050000	16150000	3	D
2687	Chr10	16900000	17000000	7	D
2688	Chr10	17550000	17650000	4	D
2689	Chr10	20150000	20250000	12	D
2690	Chr10	21550000	21650000	7	D
2691	Chr10	22150000	22250000	7	D
2692	Chr10	22450000	22550000	7	D
2693	Chr10	23450000	23550000	4	D
2694	Chr10	24850000	24950000	3	D
2695	Chr10	25200000	25300000	3	D
2696	Chr10	25550000	25650000	6	D
2697	Chr10	25900000	26000000	6	D
2698	Chr10	27300000	27400000	8	D
2699	Chr10	28800000	28900000	4	D
2700	Chr10	29750000	29850000	2	D
2701	Chr10	30100000	30200000	3	D
2702	Chr10	30500000	30600000	2	D
2703	Chr10	30900000	31000000	4	D
2704	Chr10	31550000	31650000	3	D
2705	Chr10	32050000	32150000	1	D
2706	Chr10	32850000	32950000	6	D
2707	Chr10	34250000	34350000	3	D
2708	Chr10	34450000	34550000	4	D
2709	Chr10	36150000	36250000	1	D
2710	Chr10	36900000	37000000	0	D
2711	Chr10	38000000	38100000	4	D
2712	Chr10	38200000	38300000	6	D
2713	Chr10	38650000	38750000	3	D
2714	Chr10	39050000	39150000	3	D
2715	Chr10	39450000	39550000	4	D
2716	Chr10	39900000	40000000	4	D
2717	Chr10	40350000	40450000	4	D
2718	Chr10	41000000	41100000	4	D
2719	Chr10	41650000	41750000	6	D
2720	Chr10	42500000	42600000	3	D
2721	Chr10	43050000	43150000	6	D
2722	Chr10	44100000	44200000	6	D
2723	Chr10	44950000	45050000	7	D
2724	Chr10	45850000	45950000	3	D
2725	Chr10	46300000	46400000	7	D
2726	Chr10	47500000	47600000	4	D
2727	Chr10	48600000	48700000	6	D
2728	Chr10	49350000	49450000	12	D
2729	Chr10	50150000	50250000	3	D
2730	Chr10	52550000	52650000	12	D
2731	Chr10	52950000	53050000	7	D
2732	Chr10	53250000	53350000	8	D
2733	Chr10	53850000	53950000	11	D
2734	Chr10	54650000	54750000	8	D
2735	Chr10	55250000	55350000	9	D
2736	Chr10	55700000	55800000	4	D
2737	Chr10	56450000	56550000	10	D
2738	Chr10	59500000	59600000	10	D
2739	Chr10	60200000	60300000	10	D
2740	Chr10	60500000	60600000	9	D
2741	Chr10	0	50000	4	D
2742	Chr10	6050000	6150000	11	D
2743	Chr10	7350000	7450000	7	D
2744	Chr10	13000000	13100000	8	D
2745	Chr10	16650000	16750000	6	D
2746	Chr10	18100000	18200000	8	D
2747	Chr10	19400000	19500000	1	D
2748	Chr10	33300000	33400000	2	D
2749	Chr10	33700000	33800000	3	D
2750	Chr10	43400000	43500000	5	D
2751	Chr10	46800000	46900000	3	D
2752	Chr10	51000000	51100000	8	D
2753	Chr10	54950000	55050000	4	D
2754	Chr10	56250000	56350000	8	D
2755	Chr10	56900000	57000000	10	D
2756	Chr10	59000000	59100000	8	D
2757	Chr10	60950000	61050000	13	D
2758	Chr11	8350000	8450000	14	D
2759	Chr11	25100000	25200000	3	D
2760	Chr11	3100000	3200000	15	D
2761	Chr11	7300000	7400000	7	D
2762	Chr11	13550000	13650000	4	D
2763	Chr11	19850000	19950000	3	D
2764	Chr11	28300000	28400000	3	D
2765	Chr11	30350000	30450000	7	D
2766	Chr11	38750000	38850000	4	D
2767	Chr11	46100000	46200000	7	D
2768	Chr11	48200000	48300000	9	D
2769	Chr11	55500000	55600000	12	D
2770	Chr11	56550000	56650000	17	D
2771	Chr11	2200000	2300000	6	D
2772	Chr11	4000000	4100000	10	D
2773	Chr11	4400000	4500000	3	D
2774	Chr11	7700000	7800000	8	D
2775	Chr11	8600000	8700000	8	D
2776	Chr11	9100000	9200000	9	D
2777	Chr11	9600000	9700000	13	D
2778	Chr11	10000000	10100000	3	D
2779	Chr11	11000000	11100000	9	D
2780	Chr11	11350000	11450000	9	D
2781	Chr11	12000000	12100000	9	D
2782	Chr11	12300000	12400000	6	D
2783	Chr11	13150000	13250000	2	D
2784	Chr11	14100000	14200000	7	D
2785	Chr11	14450000	14550000	3	D
2786	Chr11	15400000	15500000	6	D
2787	Chr11	16100000	16200000	4	D
2788	Chr11	16350000	16450000	6	D
2789	Chr11	17000000	17100000	2	D
2790	Chr11	17300000	17400000	9	D
2791	Chr11	18150000	18250000	5	D
2792	Chr11	18600000	18700000	3	D
2793	Chr11	18950000	19050000	3	D
2794	Chr11	20350000	20450000	1	D
2795	Chr11	21150000	21250000	1	D
2796	Chr11	22600000	22700000	3	D
2797	Chr11	24350000	24450000	2	D
2798	Chr11	24550000	24650000	3	D
2799	Chr11	27600000	27700000	2	D
2800	Chr11	29950000	30050000	0	D
2801	Chr11	30750000	30850000	3	D
2802	Chr11	33750000	33850000	3	D
2803	Chr11	35250000	35350000	4	D
2804	Chr11	36100000	36200000	7	D
2805	Chr11	38050000	38150000	3	D
2806	Chr11	38450000	38550000	6	D
2807	Chr11	39700000	39800000	4	D
2808	Chr11	40150000	40250000	5	D
2809	Chr11	41000000	41100000	6	D
2810	Chr11	41600000	41700000	5	D
2811	Chr11	43700000	43800000	6	D
2812	Chr11	45450000	45550000	8	D
2813	Chr11	46450000	46550000	6	D
2814	Chr11	46650000	46750000	4	D
2815	Chr11	47000000	47100000	13	D
2816	Chr11	47500000	47600000	7	D
2817	Chr11	47700000	47800000	12	D
2818	Chr11	48700000	48800000	8	D
2819	Chr11	48950000	49050000	9	D
2820	Chr11	49350000	49450000	17	D
