line	Chrs	start	end	TEcoverage	genome
1876	Chr06	42900000	43000000	0.7131800	A
1877	Chr06	45000000	45100000	0.6904500	A
1878	Chr06	94300000	94400000	0.7984600	A
1879	Chr06	99550000	99650000	0.7524800	A
1880	Chr06	108000000	108100000	0.5498500	A
1881	Chr06	112150000	112250000	0.5954800	A
1882	Chr06	126800000	126900000	0.5377600	A
1883	Chr06	131050000	131150000	0.6426300	A
1884	Chr06	132050000	132150000	0.4963700	A
1885	Chr06	1650000	1750000	0.3493100	A
1886	Chr06	3800000	3900000	0.2508700	A
1887	Chr06	4250000	4350000	0.3983700	A
1888	Chr06	4800000	4900000	0.3482000	A
1889	Chr06	5350000	5450000	0.5263400	A
1890	Chr06	5950000	6050000	0.3782200	A
1891	Chr06	6350000	6450000	0.4561100	A
1892	Chr06	8250000	8350000	0.5256000	A
1893	Chr06	9000000	9100000	0.5845500	A
1894	Chr06	9500000	9600000	0.5736600	A
1895	Chr06	9900000	10000000	0.6054100	A
1896	Chr06	10800000	10900000	0.3903900	A
1897	Chr06	11650000	11750000	0.5076400	A
1898	Chr06	13100000	13200000	0.6989800	A
1899	Chr06	15050000	15150000	0.6863700	A
1900	Chr06	16550000	16650000	0.7794000	A
1901	Chr06	17100000	17200000	0.7216100	A
1902	Chr06	18150000	18250000	0.6723200	A
1903	Chr06	19450000	19550000	0.4891900	A
1904	Chr06	20300000	20400000	0.6049600	A
1905	Chr06	23150000	23250000	0.5277300	A
1906	Chr06	23400000	23500000	0.4700000	A
1907	Chr06	24950000	25050000	0.7343600	A
1908	Chr06	26000000	26100000	0.6923300	A
1909	Chr06	28500000	28600000	0.7735100	A
1910	Chr06	30200000	30300000	0.6152400	A
1911	Chr06	31300000	31400000	0.5530900	A
1912	Chr06	31650000	31750000	0.5491900	A
1913	Chr06	32150000	32250000	0.7889200	A
1914	Chr06	34900000	35000000	0.7153100	A
1915	Chr06	36250000	36350000	0.7589700	A
1916	Chr06	36900000	37000000	0.7649400	A
1917	Chr06	37600000	37700000	0.6321100	A
1918	Chr06	40350000	40450000	0.6240100	A
1919	Chr06	41400000	41500000	0.6988400	A
1920	Chr06	42300000	42400000	0.5383900	A
1921	Chr06	43700000	43800000	0.7123900	A
1922	Chr06	44150000	44250000	0.7453600	A
1923	Chr06	44500000	44600000	0.7929500	A
1924	Chr06	45450000	45550000	0.7773400	A
1925	Chr06	45950000	46050000	0.5473900	A
1926	Chr06	48750000	48850000	0.7930100	A
1927	Chr06	49500000	49600000	0.6155600	A
1928	Chr06	51500000	51600000	0.6477700	A
1929	Chr06	52900000	53000000	0.6280700	A
1930	Chr06	53550000	53650000	0.7534200	A
1931	Chr06	54100000	54200000	0.7637100	A
1932	Chr06	54750000	54850000	0.7137900	A
1933	Chr06	56000000	56100000	0.7703600	A
1934	Chr06	56750000	56850000	0.7405500	A
1935	Chr06	57350000	57450000	0.7629800	A
1936	Chr06	58500000	58600000	0.8058700	A
1937	Chr06	59350000	59450000	0.6879200	A
1938	Chr06	62100000	62200000	0.7344500	A
1939	Chr06	65100000	65200000	0.5158800	A
1940	Chr06	66400000	66500000	0.6715300	A
1941	Chr06	66700000	66800000	0.7606900	A
1942	Chr06	70450000	70550000	0.7659800	A
1943	Chr06	71150000	71250000	0.7487700	A
1944	Chr06	72000000	72100000	0.7308900	A
1945	Chr06	75750000	75850000	0.7589200	A
1946	Chr06	76600000	76700000	0.7809900	A
1947	Chr06	78450000	78550000	0.7758600	A
1948	Chr06	78750000	78850000	0.8510000	A
1949	Chr06	79150000	79250000	0.7664800	A
1950	Chr06	81650000	81750000	0.7288700	A
1951	Chr06	83450000	83550000	0.7423300	A
1952	Chr06	83750000	83850000	0.6777100	A
1953	Chr06	84250000	84350000	0.7506700	A
1954	Chr06	85050000	85150000	0.5834500	A
1955	Chr06	85850000	85950000	0.6556900	A
1956	Chr06	87150000	87250000	0.7686400	A
1957	Chr06	88250000	88350000	0.6477400	A
1958	Chr06	88550000	88650000	0.6393500	A
1959	Chr06	88900000	89000000	0.6755700	A
1960	Chr06	89200000	89300000	0.7021400	A
1961	Chr06	90700000	90800000	0.7092500	A
1962	Chr06	92350000	92450000	0.8114600	A
1963	Chr06	93950000	94050000	0.6800000	A
1964	Chr06	94500000	94600000	0.6746400	A
1965	Chr06	94950000	95050000	0.8431900	A
1966	Chr06	95750000	95850000	0.7814800	A
1967	Chr06	96200000	96300000	0.8496700	A
1968	Chr06	98950000	99050000	0.6739800	A
1969	Chr06	101050000	101150000	0.6810000	A
1970	Chr06	102850000	102950000	0.7170100	A
1971	Chr06	103650000	103750000	0.5464500	A
1972	Chr06	104400000	104500000	0.6475900	A
1973	Chr06	104700000	104800000	0.5901600	A
1974	Chr06	110550000	110650000	0.7515300	A
1975	Chr06	111000000	111100000	0.6940800	A
1976	Chr06	113450000	113550000	0.6573500	A
1977	Chr06	114100000	114200000	0.7126400	A
1978	Chr06	114500000	114600000	0.7031300	A
1979	Chr06	115050000	115150000	0.7333300	A
1980	Chr06	117000000	117100000	0.5996700	A
1981	Chr06	117500000	117600000	0.5859400	A
1982	Chr06	118050000	118150000	0.7802300	A
1983	Chr06	121150000	121250000	0.7099900	A
1984	Chr06	121700000	121800000	0.6268500	A
1985	Chr06	122250000	122350000	0.5508800	A
1986	Chr06	123050000	123150000	0.5172700	A
1987	Chr06	124350000	124450000	0.6070000	A
1988	Chr06	124850000	124950000	0.6326900	A
1989	Chr06	125250000	125350000	0.5344800	A
1990	Chr06	126000000	126100000	0.4600100	A
1991	Chr06	126350000	126450000	0.5832300	A
1992	Chr06	127500000	127600000	0.5613300	A
1993	Chr06	128450000	128550000	0.6518200	A
1994	Chr06	135300000	135400000	0.3314600	A
1995	Chr06	136050000	136150000	0.3665000	A
1996	Chr06	136500000	136600000	0.3347900	A
1997	Chr06	138050000	138150000	0.5815700	A
1998	Chr06	138450000	138550000	0.4954200	A
1999	Chr06	138800000	138900000	0.5725500	A
2000	Chr06	140300000	140400000	0.3704400	A
2001	Chr06	143250000	143350000	0.3073700	A
2002	Chr06	0	50000	0.4887800	A
2003	Chr06	2650000	2750000	0.3807600	A
2004	Chr06	6950000	7050000	0.4610900	A
2005	Chr06	7500000	7600000	0.4628500	A
2006	Chr06	10500000	10600000	0.7660000	A
2007	Chr06	14550000	14650000	0.5320300	A
2008	Chr06	22300000	22400000	0.6214100	A
2009	Chr06	26350000	26450000	0.7177500	A
2010	Chr06	28200000	28300000	0.7148000	A
2011	Chr06	33450000	33550000	0.6668300	A
2012	Chr06	34100000	34200000	0.7389700	A
2013	Chr06	46550000	46650000	0.6992300	A
2014	Chr06	64750000	64850000	0.6773800	A
2015	Chr06	67900000	68000000	0.7794700	A
2016	Chr06	74850000	74950000	0.7122800	A
2017	Chr06	75250000	75350000	0.7663100	A
2018	Chr06	78000000	78100000	0.7066300	A
2019	Chr06	80900000	81000000	0.7200600	A
2020	Chr06	82600000	82700000	0.7988800	A
2021	Chr06	83100000	83200000	0.6399500	A
2022	Chr06	84550000	84650000	0.6715200	A
2023	Chr06	91100000	91200000	0.6407300	A
2024	Chr06	92800000	92900000	0.7900100	A
2025	Chr06	97400000	97500000	0.5734700	A
2026	Chr06	98200000	98300000	0.7628300	A
2027	Chr06	100550000	100650000	0.6946600	A
2028	Chr06	105000000	105100000	0.6540900	A
2029	Chr06	106450000	106550000	0.3917600	A
2030	Chr06	106850000	106950000	0.5082900	A
2031	Chr06	108550000	108650000	0.4819900	A
2032	Chr06	109850000	109950000	0.7273500	A
2033	Chr06	112600000	112700000	0.7038500	A
2034	Chr06	116400000	116500000	0.7209000	A
2035	Chr06	119300000	119400000	0.5813200	A
2036	Chr06	123500000	123600000	0.6929800	A
2037	Chr06	133450000	133550000	0.5831000	A
2038	Chr06	136850000	136950000	0.3665000	A
2039	Chr06	139350000	139450000	0.2923900	A
2040	Chr07	25150000	25250000	0.5772900	A
2041	Chr07	58650000	58750000	0.5659700	A
2042	Chr07	3050000	3150000	0.3533100	A
2043	Chr07	59750000	59850000	0.6804300	A
2044	Chr07	66050000	66150000	0.6398800	A
2045	Chr07	81700000	81800000	0.4957500	A
2046	Chr07	85950000	86050000	0.3579900	A
2047	Chr07	101650000	101750000	0.4261100	A
2048	Chr07	300000	400000	0.4185400	A
2049	Chr07	900000	1000000	0.2447600	A
2050	Chr07	1400000	1500000	0.2486000	A
2051	Chr07	1800000	1900000	0.3936600	A
2052	Chr07	2300000	2400000	0.3903000	A
2053	Chr07	5450000	5550000	0.2906600	A
2054	Chr07	7850000	7950000	0.7335800	A
2055	Chr07	8600000	8700000	0.4113400	A
2056	Chr07	10000000	10100000	0.7276300	A
2057	Chr07	10550000	10650000	0.6966400	A
2058	Chr07	11350000	11450000	0.7917600	A
2059	Chr07	12000000	12100000	0.5144400	A
2060	Chr07	12650000	12750000	0.6164000	A
2061	Chr07	14400000	14500000	0.6018300	A
2062	Chr07	14800000	14900000	0.4849400	A
2063	Chr07	15450000	15550000	0.7874400	A
2064	Chr07	16600000	16700000	0.7104700	A
2065	Chr07	17150000	17250000	0.6149600	A
2066	Chr07	18700000	18800000	0.7825700	A
2067	Chr07	21400000	21500000	0.5379400	A
2068	Chr07	23900000	24000000	0.6597200	A
2069	Chr07	24300000	24400000	0.8110100	A
2070	Chr07	25550000	25650000	0.6919700	A
2071	Chr07	25950000	26050000	0.7401200	A
2072	Chr07	27850000	27950000	0.7372000	A
2073	Chr07	28700000	28800000	0.6452000	A
2074	Chr07	31700000	31800000	0.8589600	A
2075	Chr07	32200000	32300000	0.6428800	A
2076	Chr07	34200000	34300000	0.6724200	A
2077	Chr07	35450000	35550000	0.7146300	A
2078	Chr07	37000000	37100000	0.8914300	A
2079	Chr07	39300000	39400000	0.7692200	A
2080	Chr07	43550000	43650000	0.6250300	A
2081	Chr07	44950000	45050000	0.4430200	A
2082	Chr07	49150000	49250000	0.8040300	A
2083	Chr07	49500000	49600000	0.6178400	A
2084	Chr07	50450000	50550000	0.7335400	A
2085	Chr07	51600000	51700000	0.8115900	A
2086	Chr07	54700000	54800000	0.6503500	A
2087	Chr07	56750000	56850000	0.6959800	A
2088	Chr07	57500000	57600000	0.7391500	A
2089	Chr07	58100000	58200000	0.6890200	A
2090	Chr07	61000000	61100000	0.5929700	A
2091	Chr07	61250000	61350000	0.6024700	A
2092	Chr07	62700000	62800000	0.6967200	A
2093	Chr07	63350000	63450000	0.6915700	A
2094	Chr07	63800000	63900000	0.5731200	A
2095	Chr07	64000000	64100000	0.7096100	A
2096	Chr07	65050000	65150000	0.5595200	A
2097	Chr07	67350000	67450000	0.5642200	A
2098	Chr07	68000000	68100000	0.6801700	A
2099	Chr07	68400000	68500000	0.5878500	A
2100	Chr07	69400000	69500000	0.6324000	A
2101	Chr07	69850000	69950000	0.6767600	A
2102	Chr07	71400000	71500000	0.5544300	A
2103	Chr07	71800000	71900000	0.5604800	A
2104	Chr07	72800000	72900000	0.5775000	A
2105	Chr07	73750000	73850000	0.6248400	A
2106	Chr07	75150000	75250000	0.5705700	A
2107	Chr07	75950000	76050000	0.5875200	A
2108	Chr07	76650000	76750000	0.5715200	A
2109	Chr07	77950000	78050000	0.3403000	A
2110	Chr07	79550000	79650000	0.6446400	A
2111	Chr07	80400000	80500000	0.5048300	A
2112	Chr07	82700000	82800000	0.3943300	A
2113	Chr07	83300000	83400000	0.5139000	A
2114	Chr07	83600000	83700000	0.5793200	A
2115	Chr07	84200000	84300000	0.5170300	A
2116	Chr07	85250000	85350000	0.6021700	A
2117	Chr07	87400000	87500000	0.4120200	A
2118	Chr07	87850000	87950000	0.4362500	A
2119	Chr07	88250000	88350000	0.5188100	A
2120	Chr07	88800000	88900000	0.4315500	A
2121	Chr07	89600000	89700000	0.5979400	A
2122	Chr07	90250000	90350000	0.4839800	A
2123	Chr07	90750000	90850000	0.3276800	A
2124	Chr07	91400000	91500000	0.4623100	A
2125	Chr07	92650000	92750000	0.4316100	A
2126	Chr07	93450000	93550000	0.3782000	A
2127	Chr07	94600000	94700000	0.4841300	A
2128	Chr07	95100000	95200000	0.1887700	A
2129	Chr07	95750000	95850000	0.5424700	A
2130	Chr07	98400000	98500000	0.6150400	A
2131	Chr07	100250000	100350000	0.3600500	A
2132	Chr07	105950000	106050000	0.2372600	A
2133	Chr07	0	50000	0.6767400	A
2134	Chr07	5900000	6000000	0.5306400	A
2135	Chr07	6300000	6400000	0.4612000	A
2136	Chr07	6950000	7050000	0.6200200	A
2137	Chr07	10900000	11000000	0.8361500	A
2138	Chr07	14050000	14150000	0.5829100	A
2139	Chr07	22050000	22150000	0.7973400	A
2140	Chr07	22950000	23050000	0.5717500	A
2141	Chr07	35550000	35650000	0.7070000	A
2142	Chr07	39600000	39700000	0.6959600	A
2143	Chr07	41300000	41400000	0.7036700	A
2144	Chr07	45250000	45350000	0.7625400	A
2145	Chr07	47850000	47950000	0.6183800	A
2146	Chr07	52300000	52400000	0.7190000	A
2147	Chr07	70650000	70750000	0.5080100	A
2148	Chr07	74600000	74700000	0.5569100	A
2149	Chr07	78650000	78750000	0.3770900	A
2150	Chr07	80900000	81000000	0.6125400	A
2151	Chr07	86400000	86500000	0.4935600	A
2152	Chr07	99100000	99200000	0.3140900	A
2153	Chr07	105400000	105500000	0.2286200	A
2154	Chr08	10450000	10550000	0.6442200	A
2155	Chr08	19900000	20000000	0.4910200	A
2156	Chr08	20950000	21050000	0.5924800	A
2157	Chr08	23000000	23100000	0.6769700	A
2158	Chr08	38700000	38800000	0.6237600	A
2159	Chr08	56550000	56650000	0.7700700	A
2160	Chr08	57650000	57750000	0.5283300	A
2161	Chr08	71250000	71350000	0.7721100	A
2162	Chr08	99600000	99700000	0.7338800	A
2163	Chr08	104800000	104900000	0.7072600	A
2164	Chr08	105850000	105950000	0.8392000	A
2165	Chr08	128950000	129050000	0.5458700	A
2166	Chr08	131050000	131150000	0.6647800	A
2167	Chr08	250000	350000	0.1469400	A
2168	Chr08	2600000	2700000	0.2978200	A
2169	Chr08	4000000	4100000	0.4176500	A
2170	Chr08	4650000	4750000	0.3647600	A
2171	Chr08	5700000	5800000	0.3110700	A
2172	Chr08	7700000	7800000	0.3177800	A
2173	Chr08	8450000	8550000	0.3980800	A
2174	Chr08	9300000	9400000	0.3714600	A
2175	Chr08	11050000	11150000	0.4512100	A
2176	Chr08	12100000	12200000	0.7606900	A
2177	Chr08	13350000	13450000	0.5635100	A
2178	Chr08	15300000	15400000	0.4410600	A
2179	Chr08	15900000	16000000	0.3506100	A
2180	Chr08	17100000	17200000	0.4966800	A
2181	Chr08	18150000	18250000	0.4411500	A
2182	Chr08	19200000	19300000	0.5953900	A
2183	Chr08	20300000	20400000	0.7155500	A
2184	Chr08	21800000	21900000	0.3232300	A
2185	Chr08	22150000	22250000	0.6182200	A
2186	Chr08	24850000	24950000	0.4771000	A
2187	Chr08	25550000	25650000	0.6030700	A
2188	Chr08	25800000	25900000	0.5887100	A
2189	Chr08	27100000	27200000	0.7326400	A
2190	Chr08	27350000	27450000	0.7057500	A
2191	Chr08	28150000	28250000	0.7084100	A
2192	Chr08	28550000	28650000	0.6148400	A
2193	Chr08	31300000	31400000	0.7035700	A
2194	Chr08	32300000	32400000	0.6234900	A
2195	Chr08	32600000	32700000	0.5096700	A
2196	Chr08	33800000	33900000	0.5303100	A
2197	Chr08	34400000	34500000	0.5295300	A
2198	Chr08	37300000	37400000	0.6860500	A
2199	Chr08	38050000	38150000	0.7017300	A
2200	Chr08	38350000	38450000	0.5881000	A
2201	Chr08	39050000	39150000	0.7196500	A
2202	Chr08	40150000	40250000	0.6375200	A
2203	Chr08	41650000	41750000	0.7158900	A
2204	Chr08	42150000	42250000	0.7140400	A
2205	Chr08	43300000	43400000	0.8072000	A
2206	Chr08	43900000	44000000	0.7066100	A
2207	Chr08	44350000	44450000	0.7610500	A
2208	Chr08	45150000	45250000	0.6893400	A
2209	Chr08	47000000	47100000	0.6992300	A
2210	Chr08	47800000	47900000	0.6981300	A
2211	Chr08	52150000	52250000	0.8422500	A
2212	Chr08	52500000	52600000	0.5438800	A
2213	Chr08	53950000	54050000	0.7643800	A
2214	Chr08	55400000	55500000	0.6465200	A
2215	Chr08	55750000	55850000	0.6475400	A
2216	Chr08	58800000	58900000	0.6503100	A
2217	Chr08	60150000	60250000	0.7215700	A
2218	Chr08	61600000	61700000	0.7707800	A
2219	Chr08	63250000	63350000	0.7854300	A
2220	Chr08	63700000	63800000	0.8893200	A
2221	Chr08	64400000	64500000	0.7756000	A
2222	Chr08	69550000	69650000	0.7242000	A
2223	Chr08	69850000	69950000	0.7636300	A
2224	Chr08	70900000	71000000	0.6261000	A
2225	Chr08	72150000	72250000	0.6109600	A
2226	Chr08	72450000	72550000	0.6795700	A
2227	Chr08	74500000	74600000	0.7396800	A
2228	Chr08	78900000	79000000	0.6847100	A
2229	Chr08	79900000	80000000	0.7719800	A
2230	Chr08	80450000	80550000	0.6990700	A
2231	Chr08	81200000	81300000	0.8347700	A
2232	Chr08	85000000	85100000	0.7621600	A
2233	Chr08	85850000	85950000	0.7757400	A
2234	Chr08	86900000	87000000	0.7388400	A
2235	Chr08	91800000	91900000	0.6044000	A
2236	Chr08	92600000	92700000	0.6030200	A
2237	Chr08	93400000	93500000	0.7346600	A
2238	Chr08	93900000	94000000	0.7508100	A
2239	Chr08	96700000	96800000	0.7072800	A
2240	Chr08	97550000	97650000	0.7714100	A
2241	Chr08	100350000	100450000	0.6095400	A
2242	Chr08	100850000	100950000	0.8143100	A
2243	Chr08	101950000	102050000	0.7389400	A
2244	Chr08	103850000	103950000	0.7493500	A
2245	Chr08	105250000	105350000	0.6463500	A
2246	Chr08	108250000	108350000	0.7588400	A
2247	Chr08	109500000	109600000	0.7190300	A
2248	Chr08	109950000	110050000	0.7786800	A
2249	Chr08	111400000	111500000	0.6062700	A
2250	Chr08	111750000	111850000	0.7778400	A
2251	Chr08	112500000	112600000	0.7899400	A
2252	Chr08	113100000	113200000	0.8717500	A
2253	Chr08	114950000	115050000	0.7135000	A
2254	Chr08	115600000	115700000	0.7108500	A
2255	Chr08	116900000	117000000	0.7316700	A
2256	Chr08	117750000	117850000	0.6430200	A
2257	Chr08	119200000	119300000	0.8003500	A
2258	Chr08	119750000	119850000	0.6545400	A
2259	Chr08	120300000	120400000	0.7015800	A
2260	Chr08	120700000	120800000	0.5578700	A
2261	Chr08	124250000	124350000	0.7171400	A
2262	Chr08	124600000	124700000	0.6047200	A
2263	Chr08	125400000	125500000	0.5802400	A
2264	Chr08	127350000	127450000	0.5703600	A
2265	Chr08	127650000	127750000	0.6118800	A
2266	Chr08	128100000	128200000	0.7796000	A
2267	Chr08	129350000	129450000	0.4495200	A
2268	Chr08	131900000	132000000	0.3595200	A
2269	Chr08	132450000	132550000	0.4785100	A
2270	Chr08	133400000	133500000	0.5635700	A
2271	Chr08	135300000	135400000	0.3487300	A
2272	Chr08	137150000	137250000	0.3393600	A
2273	Chr08	138500000	138600000	0.3375500	A
2274	Chr08	139100000	139200000	0.3120200	A
2275	Chr08	142200000	142300000	0.5591000	A
2276	Chr08	0	50000	0.7358400	A
2277	Chr08	2100000	2200000	0.2814400	A
2278	Chr08	3150000	3250000	0.2870800	A
2279	Chr08	6700000	6800000	0.3827400	A
2280	Chr08	13000000	13100000	0.6383700	A
2281	Chr08	20600000	20700000	0.4516700	A
2282	Chr08	21500000	21600000	0.4386500	A
2283	Chr08	23350000	23450000	0.5481100	A
2284	Chr08	24250000	24350000	0.4140900	A
2285	Chr08	26100000	26200000	0.5761500	A
2286	Chr08	29100000	29200000	0.7961100	A
2287	Chr08	32900000	33000000	0.4966100	A
2288	Chr08	43000000	43100000	0.6420200	A
2289	Chr08	45750000	45850000	0.6989800	A
2290	Chr08	48500000	48600000	0.8069600	A
2291	Chr08	49050000	49150000	0.7010000	A
2292	Chr08	54950000	55050000	0.6732000	A
2293	Chr08	67250000	67350000	0.8158400	A
2294	Chr08	68700000	68800000	0.8184000	A
2295	Chr08	71850000	71950000	0.6982900	A
2296	Chr08	72900000	73000000	0.6905800	A
2297	Chr08	73550000	73650000	0.7712200	A
2298	Chr08	75250000	75350000	0.8349200	A
2299	Chr08	79450000	79550000	0.7711200	A
2300	Chr08	81950000	82050000	0.8008600	A
2301	Chr08	86250000	86350000	0.6419600	A
2302	Chr08	87300000	87400000	0.6433400	A
2303	Chr08	88350000	88450000	0.7884400	A
2304	Chr08	89150000	89250000	0.7838700	A
2305	Chr08	91100000	91200000	0.8253300	A
2306	Chr08	94900000	95000000	0.7279000	A
2307	Chr08	113800000	113900000	0.7162800	A
2308	Chr08	116000000	116100000	0.6360500	A
2309	Chr08	118500000	118600000	0.6996700	A
2310	Chr08	122450000	122550000	0.7177400	A
2311	Chr08	123750000	123850000	0.7702900	A
2312	Chr08	129650000	129750000	0.4297500	A
2313	Chr08	137900000	138000000	0.4295400	A
2314	Chr08	139600000	139700000	0.5475200	A
2315	Chr09	50300000	50400000	0.6955700	A
2316	Chr09	58650000	58750000	0.6810800	A
2317	Chr09	13550000	13650000	0.6121100	A
2318	Chr09	23000000	23100000	0.7449900	A
2319	Chr09	28300000	28400000	0.6128100	A
2320	Chr09	36650000	36750000	0.7573100	A
2321	Chr09	66000000	66100000	0.4304700	A
2322	Chr09	72300000	72400000	0.2616900	A
2323	Chr09	76450000	76550000	0.4085200	A
2324	Chr09	600000	700000	0.4436100	A
2325	Chr09	850000	950000	0.4679000	A
2326	Chr09	2600000	2700000	0.5216200	A
2327	Chr09	3250000	3350000	0.5641700	A
2328	Chr09	3750000	3850000	0.4874500	A
2329	Chr09	5450000	5550000	0.6091900	A
2330	Chr09	6400000	6500000	0.5567200	A
2331	Chr09	6750000	6850000	0.4894700	A
2332	Chr09	7050000	7150000	0.6264400	A
2333	Chr09	8600000	8700000	0.6179800	A
2334	Chr09	9600000	9700000	0.5446800	A
2335	Chr09	10150000	10250000	0.5278800	A
2336	Chr09	10950000	11050000	0.5929200	A
2337	Chr09	11400000	11500000	0.5328000	A
2338	Chr09	12650000	12750000	0.6877600	A
2339	Chr09	13150000	13250000	0.6338300	A
2340	Chr09	16500000	16600000	0.6850600	A
2341	Chr09	17150000	17250000	0.7379700	A
2342	Chr09	17650000	17750000	0.7469600	A
2343	Chr09	19100000	19200000	0.6507900	A
2344	Chr09	21700000	21800000	0.8497400	A
2345	Chr09	22650000	22750000	0.5813200	A
2346	Chr09	24900000	25000000	0.6367100	A
2347	Chr09	31700000	31800000	0.6593700	A
2348	Chr09	34900000	35000000	0.7767200	A
2349	Chr09	36000000	36100000	0.7384400	A
2350	Chr09	37600000	37700000	0.9044900	A
2351	Chr09	38450000	38550000	0.8605000	A
2352	Chr09	39550000	39650000	0.7555000	A
2353	Chr09	39950000	40050000	0.7627700	A
2354	Chr09	41250000	41350000	0.5834600	A
2355	Chr09	42000000	42100000	0.8445500	A
2356	Chr09	44250000	44350000	0.7224400	A
2357	Chr09	44950000	45050000	0.6069100	A
2358	Chr09	47950000	48050000	0.6355700	A
2359	Chr09	48550000	48650000	0.6021000	A
2360	Chr09	49450000	49550000	0.5550200	A
2361	Chr09	51500000	51600000	0.6162800	A
2362	Chr09	52550000	52650000	0.5495700	A
2363	Chr09	54200000	54300000	0.5386800	A
2364	Chr09	55150000	55250000	0.5545900	A
2365	Chr09	56450000	56550000	0.6757200	A
2366	Chr09	57350000	57450000	0.7397200	A
2367	Chr09	57850000	57950000	0.5123500	A
2368	Chr09	60600000	60700000	0.3917900	A
2369	Chr09	61450000	61550000	0.4566500	A
2370	Chr09	62950000	63050000	0.7853700	A
2371	Chr09	63750000	63850000	0.7278700	A
2372	Chr09	65350000	65450000	0.3776000	A
2373	Chr09	66650000	66750000	0.3576200	A
2374	Chr09	67750000	67850000	0.5299200	A
2375	Chr09	68500000	68600000	0.4886400	A
2376	Chr09	69450000	69550000	0.4961300	A
2377	Chr09	69950000	70050000	0.3074200	A
2378	Chr09	71400000	71500000	0.4017200	A
2379	Chr09	71800000	71900000	0.3168200	A
2380	Chr09	73250000	73350000	0.4280800	A
2381	Chr09	74100000	74200000	0.4253800	A
2382	Chr09	74550000	74650000	0.5443700	A
2383	Chr09	75800000	75900000	0.6255100	A
2384	Chr09	76150000	76250000	0.3651200	A
2385	Chr09	76750000	76850000	0.3289300	A
2386	Chr09	78150000	78250000	0.3570800	A
