line	name	dist	year	genome	type
9249	LTR-TE1682	3.49	2.49286	A	Gypsy
9250	LTR-TE1683	1.45	1.03571	A	Gypsy
9251	LTR-TE1684	1.31	0.935714	A	Gypsy
9252	LTR-TE1685	0.63	0.45	A	Gypsy
9253	LTR-TE1686	3.53	2.52143	A	Gypsy
9254	LTR-TE1687	0.37	0.264286	A	Gypsy
9255	LTR-TE1690	2.51	1.79286	A	Gypsy
9256	LTR-TE1691	-0.00	0	A	Gypsy
9257	LTR-TE1692	0.47	0.335714	A	Gypsy
9258	LTR-TE1693	1.27	0.907143	A	Gypsy
9259	LTR-TE1695	0.36	0.257143	A	Gypsy
9260	LTR-TE1698	2.27	1.62143	A	Gypsy
9261	LTR-TE1699	1.37	0.978571	A	Gypsy
9262	LTR-TE1700	0.22	0.157143	A	Gypsy
9263	LTR-TE1703	5.84	4.17143	A	Gypsy
9264	LTR-TE1704	9.13	6.52143	A	Gypsy
9265	LTR-TE1705	0.22	0.157143	A	Gypsy
9266	LTR-TE1706	0.24	0.171429	A	Gypsy
9267	LTR-TE1707	1.96	1.4	A	Gypsy
9268	LTR-TE1708	0.99	0.707143	A	Gypsy
9269	LTR-TE1709	1.78	1.27143	A	Gypsy
9270	LTR-TE1710	1.76	1.25714	A	Gypsy
9271	LTR-TE1711	0.56	0.4	A	Gypsy
9272	LTR-TE1712	0.33	0.235714	A	Gypsy
9273	LTR-TE1714	1.59	1.13571	A	Gypsy
9274	LTR-TE1715	0.54	0.385714	A	Gypsy
9275	LTR-TE1716	1.73	1.23571	A	Gypsy
9276	LTR-TE1718	0.26	0.185714	A	Gypsy
9277	LTR-TE1719	0.73	0.521429	A	Gypsy
9278	LTR-TE1720	0.77	0.55	A	Gypsy
9279	LTR-TE1721	0.97	0.692857	A	Gypsy
9280	LTR-TE1722	0.59	0.421429	A	Gypsy
9281	LTR-TE1723	1.58	1.12857	A	Gypsy
9282	LTR-TE1724	1.34	0.957143	A	Gypsy
9283	LTR-TE1725	1.08	0.771429	A	Gypsy
9284	LTR-TE1726	0.71	0.507143	A	Gypsy
9285	LTR-TE1727	1.69	1.20714	A	Gypsy
9286	LTR-TE1728	0.31	0.221429	A	Gypsy
9287	LTR-TE1729	2.27	1.62143	A	Gypsy
9288	LTR-TE1730	0.48	0.342857	A	Gypsy
9289	LTR-TE1731	0.25	0.178571	A	Gypsy
9290	LTR-TE1732	1.11	0.792857	A	Gypsy
9291	LTR-TE1733	7.48	5.34286	A	Gypsy
9292	LTR-TE1734	2.08	1.48571	A	Gypsy
9293	LTR-TE1735	2.95	2.10714	A	Gypsy
9294	LTR-TE1736	2.82	2.01429	A	Gypsy
9295	LTR-TE1737	0.93	0.664286	A	Gypsy
9296	LTR-TE1738	3.03	2.16429	A	Gypsy
9297	LTR-TE1740	1.08	0.771429	A	Gypsy
9298	LTR-TE1741	1.21	0.864286	A	Gypsy
9299	LTR-TE1742	1.07	0.764286	A	Gypsy
9300	LTR-TE1743	0.19	0.135714	A	Gypsy
9301	LTR-TE1744	0.73	0.521429	A	Gypsy
9302	LTR-TE1745	0.30	0.214286	A	Gypsy
9303	LTR-TE1746	1.93	1.37857	A	Gypsy
9304	LTR-TE1747	0.28	0.2	A	Gypsy
9305	LTR-TE1748	1.35	0.964286	A	Gypsy
9306	LTR-TE1749	1.71	1.22143	A	Gypsy
9307	LTR-TE1750	1.02	0.728571	A	Gypsy
9308	LTR-TE1751	0.13	0.0928571	A	Gypsy
9309	LTR-TE1752	4.30	3.07143	A	Gypsy
9310	LTR-TE1753	0.49	0.35	A	Gypsy
9311	LTR-TE1754	2.47	1.76429	A	Gypsy
9312	LTR-TE1755	0.76	0.542857	A	Gypsy
9313	LTR-TE1756	0.63	0.45	A	Gypsy
9314	LTR-TE1759	0.29	0.207143	A	Gypsy
9315	LTR-TE1760	0.56	0.4	A	Gypsy
9316	LTR-TE1761	0.59	0.421429	A	Gypsy
9317	LTR-TE1762	0.79	0.564286	A	Gypsy
9318	LTR-TE1764	0.77	0.55	A	Gypsy
9319	LTR-TE1765	1.38	0.985714	A	Gypsy
9320	LTR-TE1766	1.49	1.06429	A	Gypsy
9321	LTR-TE1767	1.70	1.21429	A	Gypsy
9322	LTR-TE1769	2.39	1.70714	A	Gypsy
9323	LTR-TE1770	1.30	0.928571	A	Gypsy
9324	LTR-TE1771	3.59	2.56429	A	Gypsy
9325	LTR-TE1772	1.11	0.792857	A	Gypsy
9326	LTR-TE1773	1.45	1.03571	A	Gypsy
9327	LTR-TE1774	2.52	1.8	A	Gypsy
9328	LTR-TE1775	4.66	3.32857	A	Gypsy
9329	LTR-TE1776	1.37	0.978571	A	Gypsy
9330	LTR-TE1777	1.16	0.828571	A	Gypsy
9331	LTR-TE1778	5.81	4.15	A	Gypsy
9332	LTR-TE1779	1.06	0.757143	A	Gypsy
9333	LTR-TE1780	2.35	1.67857	A	Gypsy
9334	LTR-TE1781	0.34	0.242857	A	Gypsy
9335	LTR-TE1783	0.73	0.521429	A	Gypsy
9336	LTR-TE1784	0.57	0.407143	A	Gypsy
9337	LTR-TE1785	0.76	0.542857	A	Gypsy
9338	LTR-TE1786	1.76	1.25714	A	Gypsy
9339	LTR-TE1787	9.08	6.48571	A	Gypsy
9340	LTR-TE1788	1.40	1	A	Gypsy
9341	LTR-TE1789	1.72	1.22857	A	Gypsy
9342	LTR-TE1790	1.12	0.8	A	Gypsy
9343	LTR-TE1791	7.16	5.11429	A	Gypsy
9344	LTR-TE1792	3.35	2.39286	A	Gypsy
9345	LTR-TE1793	4.21	3.00714	A	Gypsy
9346	LTR-TE1794	1.06	0.757143	A	Gypsy
9347	LTR-TE1795	0.54	0.385714	A	Gypsy
9348	LTR-TE1796	0.29	0.207143	A	Gypsy
9349	LTR-TE1797	0.88	0.628571	A	Gypsy
9350	LTR-TE1798	0.85	0.607143	A	Gypsy
9351	LTR-TE1799	0.69	0.492857	A	Gypsy
9352	LTR-TE1801	1.40	1	A	Gypsy
9353	LTR-TE1802	0.43	0.307143	A	Gypsy
9354	LTR-TE1803	2.52	1.8	A	Gypsy
9355	LTR-TE1804	7.31	5.22143	A	Gypsy
9356	LTR-TE1805	1.07	0.764286	A	Gypsy
9357	LTR-TE1806	0.71	0.507143	A	Gypsy
9358	LTR-TE1807	0.48	0.342857	A	Gypsy
9359	LTR-TE1808	1.21	0.864286	A	Gypsy
9360	LTR-TE1809	0.49	0.35	A	Gypsy
9361	LTR-TE1810	0.25	0.178571	A	Gypsy
9362	LTR-TE1812	2.16	1.54286	A	Gypsy
9363	LTR-TE1813	1.23	0.878571	A	Gypsy
9364	LTR-TE1815	4.74	3.38571	A	Gypsy
9365	LTR-TE1816	3.22	2.3	A	Gypsy
9366	LTR-TE1818	1.87	1.33571	A	Gypsy
9367	LTR-TE1819	1.18	0.842857	A	Gypsy
9368	LTR-TE1821	0.49	0.35	A	Gypsy
9369	LTR-TE1823	1.21	0.864286	A	Gypsy
9370	LTR-TE1825	0.28	0.2	A	Gypsy
9371	LTR-TE1826	4.03	2.87857	A	Gypsy
9372	LTR-TE1827	1.03	0.735714	A	Gypsy
9373	LTR-TE1828	2.63	1.87857	A	Gypsy
9374	LTR-TE1829	2.32	1.65714	A	Gypsy
9375	LTR-TE1830	1.43	1.02143	A	Gypsy
9376	LTR-TE1831	6.71	4.79286	A	Gypsy
9377	LTR-TE1832	6.11	4.36429	A	Gypsy
9378	LTR-TE1833	3.38	2.41429	A	Gypsy
9379	LTR-TE1834	7.39	5.27857	A	Gypsy
9380	LTR-TE1835	6.36	4.54286	A	Gypsy
9381	LTR-TE1837	0.49	0.35	A	Gypsy
9382	LTR-TE1838	0.76	0.542857	A	Gypsy
9383	LTR-TE1839	4.36	3.11429	A	Gypsy
9384	LTR-TE1840	2.72	1.94286	A	Gypsy
9385	LTR-TE1841	6.76	4.82857	A	Gypsy
9386	LTR-TE1842	1.44	1.02857	A	Gypsy
9387	LTR-TE1843	4.88	3.48571	A	Gypsy
9388	LTR-TE1844	6.09	4.35	A	Gypsy
9389	LTR-TE1845	0.90	0.642857	A	Gypsy
9390	LTR-TE1846	3.70	2.64286	A	Gypsy
9391	LTR-TE1847	0.28	0.2	A	Gypsy
9392	LTR-TE1848	0.90	0.642857	A	Gypsy
9393	LTR-TE1851	1.65	1.17857	A	Gypsy
9394	LTR-TE1852	3.28	2.34286	A	Gypsy
9395	LTR-TE1853	2.91	2.07857	A	Gypsy
9396	LTR-TE1854	5.51	3.93571	A	Gypsy
9397	LTR-TE1855	1.00	0.714286	A	Gypsy
9398	LTR-TE1856	7.06	5.04286	A	Gypsy
9399	LTR-TE1857	1.77	1.26429	A	Gypsy
9400	LTR-TE1859	7.40	5.28571	A	Gypsy
9401	LTR-TE1860	0.94	0.671429	A	Gypsy
9402	LTR-TE1861	0.50	0.357143	A	Gypsy
9403	LTR-TE1865	0.46	0.328571	A	Gypsy
9404	LTR-TE1866	1.60	1.14286	A	Gypsy
9405	LTR-TE1867	1.60	1.14286	A	Gypsy
9406	LTR-TE1868	0.95	0.678571	A	Gypsy
9407	LTR-TE1869	7.48	5.34286	A	Gypsy
9408	LTR-TE1870	1.08	0.771429	A	Gypsy
9409	LTR-TE1871	2.12	1.51429	A	Gypsy
9410	LTR-TE1872	0.54	0.385714	A	Gypsy
9411	LTR-TE1873	6.14	4.38571	A	Gypsy
9412	LTR-TE1874	0.53	0.378571	A	Gypsy
9413	LTR-TE1875	1.67	1.19286	A	Gypsy
9414	LTR-TE1876	1.71	1.22143	A	Gypsy
9415	LTR-TE1877	1.50	1.07143	A	Gypsy
9416	LTR-TE1878	0.18	0.128571	A	Gypsy
9417	LTR-TE1879	0.67	0.478571	A	Gypsy
9418	LTR-TE1882	2.99	2.13571	A	Gypsy
9419	LTR-TE1883	1.40	1	A	Gypsy
9420	LTR-TE1885	3.71	2.65	A	Gypsy
9421	LTR-TE1886	1.04	0.742857	A	Gypsy
9422	LTR-TE1887	5.29	3.77857	A	Gypsy
9423	LTR-TE1888	0.77	0.55	A	Gypsy
9424	LTR-TE1889	3.70	2.64286	A	Gypsy
9425	LTR-TE1891	2.09	1.49286	A	Gypsy
9426	LTR-TE1892	0.46	0.328571	A	Gypsy
9427	LTR-TE1893	1.10	0.785714	A	Gypsy
9428	LTR-TE1894	3.85	2.75	A	Gypsy
9429	LTR-TE1895	0.45	0.321429	A	Gypsy
9430	LTR-TE1896	0.44	0.314286	A	Gypsy
9431	LTR-TE1897	3.99	2.85	A	Gypsy
9432	LTR-TE1898	0.57	0.407143	A	Gypsy
9433	LTR-TE1899	2.17	1.55	A	Gypsy
9434	LTR-TE1900	0.72	0.514286	A	Gypsy
9435	LTR-TE1901	3.95	2.82143	A	Gypsy
9436	LTR-TE1902	4.31	3.07857	A	Gypsy
9437	LTR-TE1903	0.53	0.378571	A	Gypsy
9438	LTR-TE1904	1.11	0.792857	A	Gypsy
9439	LTR-TE1905	1.12	0.8	A	Gypsy
9440	LTR-TE1907	1.13	0.807143	A	Gypsy
9441	LTR-TE1910	7.26	5.18571	A	Gypsy
9442	LTR-TE1911	0.69	0.492857	A	Gypsy
9443	LTR-TE1913	0.60	0.428571	A	Gypsy
9444	LTR-TE1914	1.68	1.2	A	Gypsy
9445	LTR-TE1915	0.25	0.178571	A	Gypsy
9446	LTR-TE1916	2.77	1.97857	A	Gypsy
9447	LTR-TE1917	0.37	0.264286	A	Gypsy
9448	LTR-TE1918	1.15	0.821429	A	Gypsy
9449	LTR-TE1919	1.07	0.764286	A	Gypsy
9450	LTR-TE1920	3.77	2.69286	A	Gypsy
9451	LTR-TE1922	1.66	1.18571	A	Gypsy
9452	LTR-TE1923	0.19	0.135714	A	Gypsy
9453	LTR-TE1924	7.89	5.63571	A	Gypsy
9454	LTR-TE1925	1.62	1.15714	A	Gypsy
9455	LTR-TE1926	2.24	1.6	A	Gypsy
9456	LTR-TE1927	0.28	0.2	A	Gypsy
9457	LTR-TE1928	0.67	0.478571	A	Gypsy
9458	LTR-TE1929	0.85	0.607143	A	Gypsy
9459	LTR-TE1930	5.59	3.99286	A	Gypsy
9460	LTR-TE1931	4.66	3.32857	A	Gypsy
9461	LTR-TE1932	0.40	0.285714	A	Gypsy
9462	LTR-TE1933	1.17	0.835714	A	Gypsy
9463	LTR-TE1934	0.37	0.264286	A	Gypsy
9464	LTR-TE1936	1.37	0.978571	A	Gypsy
9465	LTR-TE1937	0.63	0.45	A	Gypsy
9466	LTR-TE1938	1.40	1	A	Gypsy
9467	LTR-TE1939	1.94	1.38571	A	Gypsy
9468	LTR-TE1941	0.43	0.307143	A	Gypsy
9469	LTR-TE1942	0.62	0.442857	A	Gypsy
9470	LTR-TE1943	0.33	0.235714	A	Gypsy
9471	LTR-TE1944	5.17	3.69286	A	Gypsy
9472	LTR-TE1945	0.35	0.25	A	Gypsy
9473	LTR-TE1946	0.34	0.242857	A	Gypsy
9474	LTR-TE1947	1.83	1.30714	A	Gypsy
9475	LTR-TE1948	2.76	1.97143	A	Gypsy
9476	LTR-TE1949	1.51	1.07857	A	Gypsy
9477	LTR-TE1950	7.30	5.21429	A	Gypsy
9478	LTR-TE1952	0.06	0.0428571	A	Gypsy
9479	LTR-TE1953	1.14	0.814286	A	Gypsy
9480	LTR-TE1954	0.86	0.614286	A	Gypsy
9481	LTR-TE1955	1.33	0.95	A	Gypsy
9482	LTR-TE1956	0.61	0.435714	A	Gypsy
9483	LTR-TE1957	4.20	3	A	Gypsy
9484	LTR-TE1958	2.44	1.74286	A	Gypsy
9485	LTR-TE1959	3.43	2.45	A	Gypsy
9486	LTR-TE1960	5.02	3.58571	A	Gypsy
9487	LTR-TE1961	4.69	3.35	A	Gypsy
9488	LTR-TE1962	1.72	1.22857	A	Gypsy
9489	LTR-TE1963	6.86	4.9	A	Gypsy
9490	LTR-TE1964	1.39	0.992857	A	Gypsy
9491	LTR-TE1965	7.16	5.11429	A	Gypsy
9492	LTR-TE1966	8.46	6.04286	A	Gypsy
9493	LTR-TE1967	1.15	0.821429	A	Gypsy
9494	LTR-TE1968	1.51	1.07857	A	Gypsy
9495	LTR-TE1969	3.69	2.63571	A	Gypsy
9496	LTR-TE1970	0.41	0.292857	A	Gypsy
9497	LTR-TE1971	1.40	1	A	Gypsy
9498	LTR-TE1972	1.24	0.885714	A	Gypsy
9499	LTR-TE1973	0.49	0.35	A	Gypsy
9500	LTR-TE1974	2.30	1.64286	A	Gypsy
9501	LTR-TE1975	2.11	1.50714	A	Gypsy
9502	LTR-TE1976	1.33	0.95	A	Gypsy
9503	LTR-TE1977	0.41	0.292857	A	Gypsy
9504	LTR-TE1978	0.85	0.607143	A	Gypsy
9505	LTR-TE1979	1.85	1.32143	A	Gypsy
9506	LTR-TE1980	0.25	0.178571	A	Gypsy
9507	LTR-TE1981	0.96	0.685714	A	Gypsy
9508	LTR-TE1982	0.57	0.407143	A	Gypsy
9509	LTR-TE1983	0.25	0.178571	A	Gypsy
9510	LTR-TE1985	0.60	0.428571	A	Gypsy
9511	LTR-TE1986	1.42	1.01429	A	Gypsy
9512	LTR-TE1987	5.55	3.96429	A	Gypsy
9513	LTR-TE1988	0.09	0.0642857	A	Gypsy
9514	LTR-TE1989	1.11	0.792857	A	Gypsy
9515	LTR-TE1990	1.39	0.992857	A	Gypsy
9516	LTR-TE1991	0.57	0.407143	A	Gypsy
9517	LTR-TE1992	3.51	2.50714	A	Gypsy
9518	LTR-TE1993	3.69	2.63571	A	Gypsy
9519	LTR-TE1994	1.74	1.24286	A	Gypsy
9520	LTR-TE1995	5.26	3.75714	A	Gypsy
9521	LTR-TE1996	1.45	1.03571	A	Gypsy
9522	LTR-TE1997	1.72	1.22857	A	Gypsy
9523	LTR-TE2000	7.79	5.56429	A	Gypsy
9524	LTR-TE2001	7.79	5.56429	A	Gypsy
9525	LTR-TE2002	1.39	0.992857	A	Gypsy
9526	LTR-TE2003	1.90	1.35714	A	Gypsy
9527	LTR-TE2004	0.56	0.4	A	Gypsy
9528	LTR-TE2006	0.28	0.2	A	Gypsy
9529	LTR-TE2007	1.80	1.28571	A	Gypsy
9530	LTR-TE2008	2.28	1.62857	A	Gypsy
9531	LTR-TE2009	2.71	1.93571	A	Gypsy
9532	LTR-TE2011	0.19	0.135714	A	Gypsy
9533	LTR-TE2012	2.53	1.80714	A	Gypsy
9534	LTR-TE2013	0.45	0.321429	A	Gypsy
9535	LTR-TE2014	0.85	0.607143	A	Gypsy
9536	LTR-TE2015	14.87	10.6214	A	Gypsy
9537	LTR-TE2016	0.66	0.471429	A	Gypsy
9538	LTR-TE2017	0.15	0.107143	A	Gypsy
9539	LTR-TE2018	1.02	0.728571	A	Gypsy
9540	LTR-TE2020	0.31	0.221429	A	Gypsy
9541	LTR-TE2021	1.44	1.02857	A	Gypsy
9542	LTR-TE2022	2.33	1.66429	A	Gypsy
9543	LTR-TE2023	1.48	1.05714	A	Gypsy
9544	LTR-TE2024	1.82	1.3	A	Gypsy
9545	LTR-TE2025	2.50	1.78571	A	Gypsy
9546	LTR-TE2026	1.99	1.42143	A	Gypsy
9547	LTR-TE2027	2.05	1.46429	A	Gypsy
9548	LTR-TE2028	7.72	5.51429	A	Gypsy
9549	LTR-TE2029	0.65	0.464286	A	Gypsy
9550	LTR-TE2030	0.60	0.428571	A	Gypsy
9551	LTR-TE2031	0.93	0.664286	A	Gypsy
9552	LTR-TE2032	7.10	5.07143	A	Gypsy
9553	LTR-TE2033	0.94	0.671429	A	Gypsy
9554	LTR-TE2034	1.87	1.33571	A	Gypsy
9555	LTR-TE2035	0.42	0.3	A	Gypsy
9556	LTR-TE2036	2.75	1.96429	A	Gypsy
9557	LTR-TE2037	1.37	0.978571	A	Gypsy
9558	LTR-TE2038	8.02	5.72857	A	Gypsy
9559	LTR-TE2039	5.55	3.96429	A	Gypsy
9560	LTR-TE2040	1.35	0.964286	A	Gypsy
9561	LTR-TE2041	1.40	1	A	Gypsy
9562	LTR-TE2042	0.35	0.25	A	Gypsy
9563	LTR-TE2043	1.31	0.935714	A	Gypsy
9564	LTR-TE2044	-0.00	0	A	Gypsy
9565	LTR-TE2046	1.61	1.15	A	Gypsy
9566	LTR-TE2047	1.05	0.75	A	Gypsy
9567	LTR-TE2048	0.73	0.521429	A	Gypsy
9568	LTR-TE2049	2.49	1.77857	A	Gypsy
9569	LTR-TE2050	0.60	0.428571	A	Gypsy
9570	LTR-TE2051	0.70	0.5	A	Gypsy
9571	LTR-TE2052	1.65	1.17857	A	Gypsy
9572	LTR-TE2053	4.00	2.85714	A	Gypsy
9573	LTR-TE2054	0.19	0.135714	A	Gypsy
9574	LTR-TE2055	1.18	0.842857	A	Gypsy
9575	LTR-TE2056	0.12	0.0857143	A	Gypsy
9576	LTR-TE2057	0.56	0.4	A	Gypsy
9577	LTR-TE2058	1.24	0.885714	A	Gypsy
9578	LTR-TE2060	0.49	0.35	A	Gypsy
9579	LTR-TE2061	0.76	0.542857	A	Gypsy
9580	LTR-TE2062	1.56	1.11429	A	Gypsy
9581	LTR-TE2063	0.36	0.257143	A	Gypsy
9582	LTR-TE2064	1.15	0.821429	A	Gypsy
9583	LTR-TE2067	0.37	0.264286	A	Gypsy
9584	LTR-TE2068	0.95	0.678571	A	Gypsy
9585	LTR-TE2069	0.53	0.378571	A	Gypsy
9586	LTR-TE2070	1.05	0.75	A	Gypsy
9587	LTR-TE2071	0.52	0.371429	A	Gypsy
9588	LTR-TE2072	1.59	1.13571	A	Gypsy
9589	LTR-TE2073	1.06	0.757143	A	Gypsy
9590	LTR-TE2076	0.40	0.285714	A	Gypsy
9591	LTR-TE2078	2.05	1.46429	A	Gypsy
9592	LTR-TE2079	0.90	0.642857	A	Gypsy
9593	LTR-TE2080	6.34	4.52857	A	Gypsy
9594	LTR-TE2081	1.73	1.23571	A	Gypsy
9595	LTR-TE2082	0.31	0.221429	A	Gypsy
9596	LTR-TE2083	0.35	0.25	A	Gypsy
9597	LTR-TE2084	0.42	0.3	A	Gypsy
9598	LTR-TE2085	0.40	0.285714	A	Gypsy
9599	LTR-TE2086	5.35	3.82143	A	Gypsy
9600	LTR-TE2087	1.06	0.757143	A	Gypsy
9601	LTR-TE2088	1.05	0.75	A	Gypsy
9602	LTR-TE2089	1.49	1.06429	A	Gypsy
9603	LTR-TE2090	0.63	0.45	A	Gypsy
9604	LTR-TE2091	1.06	0.757143	A	Gypsy
9605	LTR-TE2092	3.13	2.23571	A	Gypsy
9606	LTR-TE2093	1.32	0.942857	A	Gypsy
9607	LTR-TE2094	1.94	1.38571	A	Gypsy
9608	LTR-TE2095	7.89	5.63571	A	Gypsy
9609	LTR-TE2096	1.90	1.35714	A	Gypsy
9610	LTR-TE2097	3.86	2.75714	A	Gypsy
9611	LTR-TE2098	3.01	2.15	A	Gypsy
9612	LTR-TE2099	5.71	4.07857	A	Gypsy
9613	LTR-TE2100	2.42	1.72857	A	Gypsy
9614	LTR-TE2101	1.93	1.37857	A	Gypsy
9615	LTR-TE2102	1.02	0.728571	A	Gypsy
9616	LTR-TE2103	7.73	5.52143	A	Gypsy
9617	LTR-TE2104	2.90	2.07143	A	Gypsy
9618	LTR-TE2105	1.39	0.992857	A	Gypsy
9619	LTR-TE2106	1.14	0.814286	A	Gypsy
9620	LTR-TE2107	1.80	1.28571	A	Gypsy
9621	LTR-TE2108	7.91	5.65	A	Gypsy
9622	LTR-TE2109	2.39	1.70714	A	Gypsy
9623	LTR-TE2110	1.45	1.03571	A	Gypsy
9624	LTR-TE2111	1.02	0.728571	A	Gypsy
9625	LTR-TE2112	5.87	4.19286	A	Gypsy
9626	LTR-TE2113	2.91	2.07857	A	Gypsy
9627	LTR-TE2115	8.47	6.05	A	Gypsy
9628	LTR-TE2116	7.26	5.18571	A	Gypsy
9629	LTR-TE2118	1.86	1.32857	A	Gypsy
9630	LTR-TE2119	1.03	0.735714	A	Gypsy
9631	LTR-TE2121	1.48	1.05714	A	Gypsy
9632	LTR-TE2124	1.28	0.914286	A	Gypsy
9633	LTR-TE2125	0.40	0.285714	A	Gypsy
9634	LTR-TE2126	0.87	0.621429	A	Gypsy
9635	LTR-TE2127	1.40	1	A	Gypsy
9636	LTR-TE2128	2.03	1.45	A	Gypsy
9637	LTR-TE2129	0.43	0.307143	A	Gypsy
9638	LTR-TE2130	4.26	3.04286	A	Gypsy
9639	LTR-TE2131	0.44	0.314286	A	Gypsy
9640	LTR-TE2132	0.85	0.607143	A	Gypsy
9641	LTR-TE2133	0.11	0.0785714	A	Gypsy
9642	LTR-TE2134	2.31	1.65	A	Gypsy
9643	LTR-TE2135	1.18	0.842857	A	Gypsy
9644	LTR-TE2136	0.22	0.157143	A	Gypsy
9645	LTR-TE2137	0.19	0.135714	A	Gypsy
9646	LTR-TE2138	0.73	0.521429	A	Gypsy
9647	LTR-TE2139	1.72	1.22857	A	Gypsy
9648	LTR-TE2141	1.50	1.07143	A	Gypsy
9649	LTR-TE2142	2.14	1.52857	A	Gypsy
9650	LTR-TE2143	1.40	1	A	Gypsy
9651	LTR-TE2144	1.54	1.1	A	Gypsy
9652	LTR-TE2145	3.77	2.69286	A	Gypsy
9653	LTR-TE2146	1.75	1.25	A	Gypsy
9654	LTR-TE2147	0.15	0.107143	A	Gypsy
9655	LTR-TE2148	0.88	0.628571	A	Gypsy
9656	LTR-TE2149	-0.00	0	A	Gypsy
9657	LTR-TE2150	1.40	1	A	Gypsy
9658	LTR-TE2151	1.08	0.771429	A	Gypsy
9659	LTR-TE2153	0.54	0.385714	A	Gypsy
9660	LTR-TE2154	0.93	0.664286	A	Gypsy
9661	LTR-TE2155	1.20	0.857143	A	Gypsy
9662	LTR-TE2156	2.53	1.80714	A	Gypsy
9663	LTR-TE2157	0.39	0.278571	A	Gypsy
9664	LTR-TE2158	1.02	0.728571	A	Gypsy
9665	LTR-TE2159	0.80	0.571429	A	Gypsy
9666	LTR-TE2160	0.87	0.621429	A	Gypsy
9667	LTR-TE2161	1.34	0.957143	A	Gypsy
9668	LTR-TE2162	1.77	1.26429	A	Gypsy
9669	LTR-TE2163	0.96	0.685714	A	Gypsy
9670	LTR-TE2164	1.52	1.08571	A	Gypsy
9671	LTR-TE2165	1.57	1.12143	A	Gypsy
9672	LTR-TE2166	1.34	0.957143	A	Gypsy
9673	LTR-TE2167	6.30	4.5	A	Gypsy
9674	LTR-TE2168	0.62	0.442857	A	Gypsy
9675	LTR-TE2170	1.80	1.28571	A	Gypsy
9676	LTR-TE2171	1.66	1.18571	A	Gypsy
9677	LTR-TE2172	2.31	1.65	A	Gypsy
9678	LTR-TE2173	0.79	0.564286	A	Gypsy
9679	LTR-TE2174	1.37	0.978571	A	Gypsy
9680	LTR-TE2175	0.52	0.371429	A	Gypsy
9681	LTR-TE2176	1.89	1.35	A	Gypsy
9682	LTR-TE2177	0.79	0.564286	A	Gypsy
9683	LTR-TE2178	1.38	0.985714	A	Gypsy
9684	LTR-TE2179	1.96	1.4	A	Gypsy
9685	LTR-TE2182	1.98	1.41429	A	Gypsy
9686	LTR-TE2184	0.71	0.507143	A	Gypsy
9687	LTR-TE2185	1.70	1.21429	A	Gypsy
9688	LTR-TE2186	1.94	1.38571	A	Gypsy
9689	LTR-TE2187	0.55	0.392857	A	Gypsy
9690	LTR-TE2188	0.65	0.464286	A	Gypsy
9691	LTR-TE2189	0.70	0.5	A	Gypsy
9692	LTR-TE2190	0.75	0.535714	A	Gypsy
9693	LTR-TE2191	0.51	0.364286	A	Gypsy
9694	LTR-TE2192	0.55	0.392857	A	Gypsy
9695	LTR-TE2194	1.12	0.8	A	Gypsy
9696	LTR-TE2195	1.30	0.928571	A	Gypsy
9697	LTR-TE2196	0.76	0.542857	A	Gypsy
9698	LTR-TE2197	0.13	0.0928571	A	Gypsy
9699	LTR-TE2198	1.07	0.764286	A	Gypsy
9700	LTR-TE2199	0.77	0.55	A	Gypsy
9701	LTR-TE2200	2.36	1.68571	A	Gypsy
9702	LTR-TE2201	2.12	1.51429	A	Gypsy
9703	LTR-TE2202	0.32	0.228571	A	Gypsy
9704	LTR-TE2203	1.33	0.95	A	Gypsy
9705	LTR-TE2204	1.06	0.757143	A	Gypsy
9706	LTR-TE2205	0.14	0.1	A	Gypsy
9707	LTR-TE2206	0.45	0.321429	A	Gypsy
9708	LTR-TE2207	1.09	0.778571	A	Gypsy
9709	LTR-TE2208	0.51	0.364286	A	Gypsy
9710	LTR-TE2209	1.12	0.8	A	Gypsy
9711	LTR-TE2211	0.86	0.614286	A	Gypsy
9712	LTR-TE2213	0.73	0.521429	A	Gypsy
9713	LTR-TE2214	2.25	1.60714	A	Gypsy
9714	LTR-TE2217	0.68	0.485714	A	Gypsy
9715	LTR-TE2218	1.27	0.907143	A	Gypsy
9716	LTR-TE2219	0.18	0.128571	A	Gypsy
9717	LTR-TE2220	3.61	2.57857	A	Gypsy
9718	LTR-TE2222	1.25	0.892857	A	Gypsy
9719	LTR-TE2223	0.46	0.328571	A	Gypsy
9720	LTR-TE2224	1.17	0.835714	A	Gypsy
9721	LTR-TE2225	1.27	0.907143	A	Gypsy
9722	LTR-TE2226	4.93	3.52143	A	Gypsy
9723	LTR-TE2227	0.37	0.264286	A	Gypsy
9724	LTR-TE2228	4.15	2.96429	A	Gypsy
9725	LTR-TE2230	1.22	0.871429	A	Gypsy
9726	LTR-TE2231	1.11	0.792857	A	Gypsy
9727	LTR-TE2232	1.05	0.75	A	Gypsy
9728	LTR-TE2233	0.30	0.214286	A	Gypsy
9729	LTR-TE2234	1.38	0.985714	A	Gypsy
9730	LTR-TE2235	1.33	0.95	A	Gypsy
9731	LTR-TE2236	0.34	0.242857	A	Gypsy
9732	LTR-TE2237	4.53	3.23571	A	Gypsy
9733	LTR-TE2238	0.76	0.542857	A	Gypsy
